grad_rate,name,carnegie_class,total_enroll,pct_admitted,n_bach,n_mast,n_doc,tuition_fees,percent_fin_aid,avg_salary,n_grad,good_grad_rate
35,Evergreen Valley College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,7952,NA,NA,NA,NA,1366,79,147682,NA,0
75,FIDM-Fashion Institute of Design & Merchandising,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,1814,42,275,24,0,32645,65,55061,24,1
40,Feather River Community College District,Baccalaureate/Associate's Colleges: Associate's Dominant,1383,NA,12,0,0,1461,97,105927,0,0
NA,Fielding Graduate University,Doctoral/Professional Universities,1000,NA,0,101,89,NA,NA,61845,190,NA
NA,Five Branches University,Special Focus Four-Year: Other Health Professions Schools,335,NA,0,35,0,NA,NA,NA,35,NA
57,Foothill College,Baccalaureate/Associate's Colleges: Associate's Dominant,12434,NA,76,0,0,1565,67,100013,0,0
NA,Franciscan School of Theology,Special Focus Four-Year: Faith-Related Institutions,66,NA,0,10,0,NA,NA,67955,10,NA
24,Fresno City College,Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional,22609,NA,NA,NA,NA,1330,92,91149,NA,0
50,Fresno Pacific University,Master's Colleges & Universities: Larger Programs,3032,75,669,306,0,33452,100,77451,306,0
NA,Fuller Theological Seminary,Special Focus Four-Year: Faith-Related Institutions,2089,NA,0,342,28,NA,NA,73790,370,NA
33,Fullerton College,Associate's Colleges: High Transfer-High Traditional,18370,NA,NA,NA,NA,1154,87,92495,NA,0
32,Gavilan College,Associate's Colleges: High Transfer-High Traditional,4561,NA,NA,NA,NA,1166,84,97994,NA,0
31,Glendale Community College,Associate's Colleges: High Transfer-High Traditional,10658,NA,NA,NA,NA,1171,67,95328,NA,0
66,Glendale Career College,Special Focus Two-Year: Health Professions,661,NA,12,0,0,NA,93,48198,0,1
NA,Golden Gate University,Master's Colleges & Universities: Larger Programs,2661,NA,146,498,16,NA,NA,88668,514,NA
42,Golden West College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,10053,NA,NA,NA,NA,1186,83,113421,NA,0
NA,Graduate Theological Union,Special Focus Four-Year: Faith-Related Institutions,172,NA,0,14,24,NA,NA,72881,38,NA
28,Grossmont College,Associate's Colleges: High Transfer-High Traditional,12862,NA,NA,NA,NA,1332,65,70968,NA,0
32,Hartnell College,Associate's Colleges: High Transfer-High Traditional,8892,NA,NA,NA,NA,1400,90,83082,NA,0
92,Harvey Mudd College,Baccalaureate Colleges: Arts & Sciences Focus,922,13,227,0,0,60703,72,130302,0,1
54,Holy Names University,Master's Colleges & Universities: Small Programs,959,100,128,107,0,40904,100,77645,107,0
NA,Pacifica Graduate Institute,Special Focus Four-Year: Other Health Professions Schools,851,NA,0,122,66,NA,NA,79428,188,NA
46,California State Polytechnic University-Humboldt,Master's Colleges & Universities: Larger Programs,6025,98,1537,193,0,7864,76,95172,193,0
75,Humphreys University-Stockton and Modesto Campuses,Master's Colleges & Universities: Small Programs,393,NA,62,72,0,14580,100,53963,72,1
37,Imperial Valley College,Associate's Colleges: High Transfer-High Traditional,7747,NA,NA,NA,NA,1148,100,99754,NA,0
77,Institute for Business and Technology,Special Focus Two-Year: Health Professions,614,NA,NA,NA,NA,NA,79,55635,NA,1
100,Interior Designers Institute,"Special Focus Four-Year: Arts, Music & Design Schools",96,NA,17,0,0,20250,100,65008,0,1
55,Irvine Valley College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,10464,NA,NA,NA,NA,1148,63,109430,NA,0
50,American Jewish University,Baccalaureate Colleges: Arts & Sciences Focus,108,NA,3,24,0,NA,NA,101780,24,0
36,Reedley College,Associate's Colleges: High Transfer-High Nontraditional,7086,NA,NA,NA,NA,1150,90,89330,NA,0
47,Life Pacific University,Baccalaureate Colleges: Diverse Fields,500,94,96,56,0,18300,99,54411,56,0
63,University of La Verne,Doctoral/Professional Universities,5662,74,1071,976,45,45850,95,88648,1021,0
63,Laguna College of Art and Design,"Special Focus Four-Year: Arts, Music & Design Schools",760,88,119,12,0,33600,99,61786,12,0
34,Lake Tahoe Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,2519,NA,NA,NA,NA,1131,58,86867,NA,0
27,Laney College,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,9653,NA,NA,NA,NA,1148,81,93782,NA,0
24,Lassen Community College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,1694,NA,NA,NA,NA,1117,65,78068,NA,0
42,Latin American Bible Institute,Special Focus Four-Year: Faith-Related Institutions,45,100,2,0,0,9640,100,NA,0,0
NA,Life Chiropractic College West,Special Focus Four-Year: Other Health Professions Schools,587,NA,0,0,0,NA,NA,60494,0,NA
0,Southern California Seminary,Baccalaureate Colleges: Diverse Fields,153,NA,3,20,0,17736,NA,50195,20,0
54,La Sierra University,Master's Colleges & Universities: Medium Programs,1614,92,308,123,4,34218,100,72581,127,0
NA,Loma Linda University,Doctoral Universities: High Research Activity,4280,NA,333,432,121,NA,NA,89125,553,NA
22,Long Beach City College,Associate's Colleges: High Transfer-High Traditional,22402,NA,NA,NA,NA,1556,91,73123,NA,0
100,Southern California University of Health Sciences,Special Focus Four-Year: Other Health Professions Schools,1636,NA,1,99,0,9687,NA,69293,99,1
30,Los Angeles Harbor College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,7384,NA,NA,NA,NA,1238,75,102425,NA,0
37,Los Angeles Pierce College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,15372,NA,NA,NA,NA,1238,70,101895,NA,0
19,Los Angeles Southwest College,Associate's Colleges: High Transfer-High Nontraditional,4913,NA,NA,NA,NA,1238,78,97246,NA,0
24,Los Angeles Trade Technical College,Associate's Colleges: High Career & Technical-High Nontraditional,10377,NA,NA,NA,NA,1238,81,106061,NA,0
32,Los Angeles Valley College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,15037,NA,NA,NA,NA,1238,75,101176,NA,0
73,The Master's University and Seminary,Doctoral/Professional Universities,2606,78,233,169,18,28870,62,64824,187,1
24,Los Angeles City College,Associate's Colleges: High Transfer-High Nontraditional,13199,NA,NA,NA,NA,1238,83,105978,NA,0
NA,Los Angeles County College of Nursing and Allied Health,Special Focus Two-Year: Health Professions,195,NA,NA,NA,NA,NA,NA,98398,NA,NA
24,Los Angeles Mission College,Associate's Colleges: High Transfer-High Nontraditional,9283,NA,NA,NA,NA,1238,77,102657,NA,0
38,Los Medanos College,Associate's Colleges: High Transfer-High Traditional,7791,NA,NA,NA,NA,1312,85,89829,NA,0
82,Loyola Marymount University,Doctoral Universities: High Research Activity,10165,41,1679,676,22,53526,100,114647,698,1
62,MTI College,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,952,94,NA,NA,NA,NA,21,29986,NA,0
33,College of Marin,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,4283,NA,NA,NA,NA,1494,53,113338,NA,0
31,Mendocino College,Associate's Colleges: High Transfer-High Nontraditional,3554,NA,NA,NA,NA,1423,77,94888,NA,0
57,Menlo College,Special Focus Four-Year: Business & Management Schools,800,62,179,0,0,47425,100,91923,0,0
29,Merced College,Associate's Colleges: High Transfer-High Traditional,10214,NA,NA,NA,NA,1180,95,78324,NA,0
21,Merritt College,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,6514,NA,NA,NA,NA,1167,78,97670,NA,0
43,MiraCosta College,Baccalaureate/Associate's Colleges: Associate's Dominant,10860,NA,23,0,0,1152,75,124998,0,0
34,Mission College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,5747,NA,NA,NA,NA,1204,70,112603,NA,0
25,Modesto Junior College,Baccalaureate/Associate's Colleges: Associate's Dominant,16224,NA,6,0,0,1182,69,95390,0,0
NA,Middlebury Institute of International Studies at Monterey,Master's Colleges & Universities: Larger Programs,657,NA,6,325,0,NA,NA,98325,325,NA
27,Monterey Peninsula College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,6514,NA,NA,NA,NA,1178,79,80396,NA,0
41,Moorpark College,Associate's Colleges: High Transfer-High Traditional,12484,NA,NA,NA,NA,1398,82,89923,NA,0
40,Mt San Antonio College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,26256,NA,NA,NA,NA,1352,79,104273,NA,0
60,Mount Saint Mary's University,Master's Colleges & Universities: Larger Programs,2440,76,429,221,0,45388,100,81896,221,0
32,Mt San Jacinto Community College District,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,15153,NA,NA,NA,NA,1436,89,98112,NA,0
48,Musicians Institute,"Special Focus Four-Year: Arts, Music & Design Schools",864,78,57,0,0,24795,57,51480,0,0
32,Napa Valley College,Associate's Colleges: High Transfer-High Traditional,4041,NA,NA,NA,NA,1150,95,97039,NA,0
22,National University,Master's Colleges & Universities: Larger Programs,18631,NA,1758,4194,0,13320,91,82592,4194,0
42,Newschool of Architecture and Design,Master's Colleges & Universities: Small Programs,294,45,143,52,0,29427,64,62263,52,0
61,North-West College-West Covina,Special Focus Two-Year: Health Professions,625,NA,NA,NA,NA,NA,93,48334,NA,0
47,Notre Dame de Namur University,Master's Colleges & Universities: Medium Programs,201,NA,43,65,1,NA,NA,76675,66,0
83,Occidental College,Baccalaureate Colleges: Arts & Sciences Focus,1942,39,486,0,0,58426,79,106036,0,1
55,Ohlone College,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,8358,NA,NA,NA,NA,1196,64,108460,NA,0
45,Orange Coast College,Associate's Colleges: High Transfer-High Traditional,16614,NA,NA,NA,NA,1198,72,111913,NA,0
62,Otis College of Art and Design,"Special Focus Four-Year: Arts, Music & Design Schools",1312,83,251,21,0,50950,98,79034,21,0
32,Oxnard College,Associate's Colleges: High Transfer-High Traditional,6339,NA,NA,NA,NA,1398,95,88412,NA,0
50,Hope International University,Master's Colleges & Universities: Medium Programs,1116,32,140,158,0,35450,100,73763,158,0
62,Concorde Career College-San Diego,Special Focus Two-Year: Health Professions,730,96,NA,NA,NA,NA,86,49866,NA,0
NA,Palo Alto University,Special Focus Four-Year: Other Health Professions Schools,1129,NA,25,193,0,NA,NA,123417,193,NA
NA,Pacific Oaks College,Master's Colleges & Universities: Medium Programs,1068,40,145,241,0,11692,NA,53363,241,NA
NA,Pacific School of Religion,Special Focus Four-Year: Faith-Related Institutions,109,NA,0,9,0,NA,NA,73972,9,NA
14,Pacific States University,Special Focus Four-Year: Business & Management Schools,17,33,4,16,0,37650,0,NA,16,0
47,Pacific Union College,Baccalaureate Colleges: Diverse Fields,870,48,118,2,0,32103,100,58873,2,0
74,University of the Pacific,Doctoral/Professional Universities,6277,93,848,378,82,52352,96,101036,460,1
30,Palo Verde College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,4639,NA,NA,NA,NA,1288,97,87756,NA,0
31,Palomar College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,17655,NA,NA,NA,NA,1344,80,108377,NA,0
41,Pasadena City College,Associate's Colleges: High Transfer-High Traditional,21923,NA,NA,NA,NA,1172,80,86133,NA,0
84,Pepperdine University,Doctoral/Professional Universities,10030,49,921,2092,72,59702,95,121494,2164,1
85,Pitzer College,Baccalaureate Colleges: Arts & Sciences Focus,1212,18,249,0,0,57978,39,108209,0,1
87,Platt College-San Diego,"Special Focus Four-Year: Arts, Music & Design Schools",69,NA,44,0,0,16378,100,43857,0,1
76,Point Loma Nazarene University,Master's Colleges & Universities: Larger Programs,4319,82,924,403,0,39500,100,96917,403,1
95,Pomona College,Baccalaureate Colleges: Arts & Sciences Focus,1716,7,364,0,0,56686,55,127981,0,1
27,Porterville College,Associate's Colleges: High Career & Technical-High Traditional,4113,NA,NA,NA,NA,1409,99,93190,NA,0
27,Santa Ana College,Baccalaureate/Associate's Colleges: Associate's Dominant,23852,NA,7,0,0,1180,97,113097,0,0
NA,Pardee RAND Graduate School,Special Focus Four-Year: Other Special Focus Institutions,126,NA,0,20,21,NA,NA,NA,41,NA
67,University of Redlands,Master's Colleges & Universities: Larger Programs,3460,82,806,772,8,54066,94,95991,780,1
25,College of the Redwoods,Associate's Colleges: High Career & Technical-High Traditional,4006,NA,NA,NA,NA,1190,93,68982,NA,0
25,Rio Hondo College,Baccalaureate/Associate's Colleges: Associate's Dominant,16139,NA,9,0,0,1388,80,106754,0,0
33,Riverside City College,Associate's Colleges: High Transfer-High Traditional,19147,NA,NA,NA,NA,1420,93,118260,NA,0
NA,Dongguk University Los Angeles,Special Focus Four-Year: Other Health Professions Schools,94,NA,0,27,0,NA,NA,42305,27,NA
26,Sacramento City College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,17719,NA,NA,NA,NA,1288,89,88883,NA,0
46,Saddleback College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,16660,NA,NA,NA,NA,1332,64,111198,NA,0
NA,Samuel Merritt University,Special Focus Four-Year: Other Health Professions Schools,1911,NA,508,294,0,NA,NA,100939,294,NA
24,San Diego City College,Associate's Colleges: High Transfer-High Nontraditional,12144,NA,NA,NA,NA,1144,77,86691,NA,0
34,San Diego Mesa College,Baccalaureate/Associate's Colleges: Associate's Dominant,18076,NA,34,0,0,1144,57,86455,0,0
40,San Diego Miramar College,Associate's Colleges: High Transfer-High Nontraditional,13062,NA,NA,NA,NA,1144,50,84169,NA,0
78,San Diego State University,Doctoral Universities: High Research Activity,37402,39,8750,1586,106,8136,98,106213,1692,1
83,University of San Diego,Doctoral Universities: High Research Activity,8815,53,1442,1012,40,52864,84,116263,1052,1
63,San Francisco Conservatory of Music,"Special Focus Four-Year: Arts, Music & Design Schools",437,42,46,56,0,50800,100,137690,56,0
55,San Francisco State University,Doctoral Universities: High Research Activity,25282,94,5872,940,23,7304,78,106266,963,0
74,University of San Francisco,Doctoral/Professional Universities,9688,71,1575,1449,34,53472,96,122134,1483,1
NA,San Joaquin College of Law,Special Focus Four-Year: Law Schools,145,NA,0,0,0,NA,NA,90676,0,NA
29,San Joaquin Delta College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,16168,NA,NA,NA,NA,1288,66,76311,NA,0
32,San Joaquin Valley College-Visalia,Special Focus Four-Year: Other Health Professions Schools,2265,NA,160,0,0,NA,96,56971,0,0
43,San Joaquin Valley College-Bakersfield,Associate's Colleges: High Career & Technical-High Nontraditional,831,NA,NA,NA,NA,NA,94,52883,NA,0
52,William Jessup University,Master's Colleges & Universities: Medium Programs,1624,66,276,156,0,37000,99,67976,156,0
34,San Jose City College,Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional,7561,NA,NA,NA,NA,1366,81,131793,NA,0
68,San Jose State University,Master's Colleges & Universities: Larger Programs,35751,77,7339,2953,15,7852,65,103163,2968,1
47,College of San Mateo,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,7512,NA,NA,NA,NA,1374,80,103018,NA,0
40,Santa Barbara City College,Associate's Colleges: High Transfer-High Traditional,12675,NA,NA,NA,NA,1232,66,94454,NA,0
89,Santa Clara University,Doctoral/Professional Universities,9178,52,1386,873,13,55860,75,125548,886,1
32,Santa Monica College,Baccalaureate/Associate's Colleges: Associate's Dominant,22375,NA,21,0,0,1146,64,106607,0,0
31,Santa Rosa Junior College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,15552,NA,NA,NA,NA,1328,79,102267,NA,0
NA,Saybrook University,Doctoral/Professional Universities,1013,NA,0,49,34,NA,NA,63616,83,NA
84,Scripps College,Baccalaureate Colleges: Arts & Sciences Focus,1099,28,227,0,0,58442,100,107152,0,1
31,College of the Sequoias,Associate's Colleges: High Transfer-High Traditional,13170,NA,NA,NA,NA,1394,99,104730,NA,0
50,Shasta Bible College and Graduate School,Special Focus Four-Year: Faith-Related Institutions,33,100,5,4,0,12585,100,35823,4,0
31,Shasta College,Baccalaureate/Associate's Colleges: Associate's Dominant,7363,NA,10,0,0,1189,92,91012,0,0
34,Sierra College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,15766,NA,NA,NA,NA,1156,82,76520,NA,0
NA,Trinity Law School,Special Focus Four-Year: Law Schools,382,NA,0,46,0,NA,NA,93304,46,NA
47,Simpson University,Baccalaureate Colleges: Arts & Sciences Focus,874,NA,214,16,0,35900,99,63255,16,0
25,College of the Siskiyous,Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional,1204,NA,NA,NA,NA,1444,62,77298,NA,0
